name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.3,1108,+91 8041697171,HSR,Cafe,"Pizza, Pancakes, Pasta, Burgers, Buffalo Wings, Peri Peri Chicken Steak, Latte","Cafe, Continental, Pizza, Salad",700.0
Gundappa Donne Biryani,No,No,3.1,117,080 49553348,Koramangala 7th Block,Quick Bites,"Thali, Chicken Lollipop, Gundappa Donne Biryani, Mutton Biryani",Biryani,200.0
Uday Sweets,Yes,No,3.5,34,+91 9449111794,Koramangala 6th Block,Sweet Shop,"Jalebi, Poha, Puri Sabzi","Mithai, Fast Food",250.0
TOKI Taco House,Yes,No,3.6,72,+91 9148819473,Koramangala 6th Block,Quick Bites,"Chicken Nachos, Chicken Tacos, Rice Bowl",Mexican,200.0
Krazzy Folds,Yes,Yes,4.3,1922,080 49652953,Jayanagar,Cafe,"Pasta, Tacos, Macaroni, Panna Cotta, Salads, Spaghetti, Churros","Cafe, Continental, Sandwich, Beverages",800.0
Cashmere Nites,Yes,No,3.5,74,+91 9596407722,Koramangala 6th Block,Casual Dining,"Firni, Roganjosh, Phirni, Tabakh Maaz, Wings",Kashmiri,600.0
Dreams Cafe - All Day English Food St.,Yes,No,3.8,230,+91 8553617173,Koramangala 1st Block,Cafe,"English Breakfast, Coffee, Burgers, Fish, Omelette, Sandwiches, Chicken Burger","Cafe, Continental, Burger",600.0
Ramji Chaiwale,Yes,No,3.8,94,+91 8048656999,Koramangala 1st Block,Quick Bites,"Chai, Ginger Tea, Maggi, Aloo Paratha, Samosa, Coffee, Sandwich","Beverages, Fast Food",250.0
The Kream Story,Yes,No,4.1,37,+91 6363455684,Koramangala 7th Block,"Dessert Parlor, Quick Bites","Waffles, Nutella Ice Cream, French Fries","Desserts, Fast Food",500.0
Food Springs,Yes,No,4.0,233,080 42010153,Jayanagar,Quick Bites,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll","South Indian, Chinese",400.0
Entropy Cafe,Yes,No,4.1,507,+91 9886707141,Koramangala 6th Block,Cafe,"Nachos, Biryani, Chaat, Pancakes, Pizza, Pasta, Burgers","Cafe, Chinese, Pizza, North Indian, Burger",600.0
PagalKhana,Yes,Yes,3.8,146,+91 7899075625,Koramangala 4th Block,Casual Dining,"Mocktails, Pasta, Wood Fire Pizza, Paneer Malai Tikka, French Fries, Nachos, Burgers","Continental, Chinese, Fast Food, Beverages",
Ande Ka Funda,No,No,3.7,73,+91 9036264592,Koramangala 7th Block,Quick Bites,"Rolls, Aloo Paratha, Lassi, Bread Omelette","North Indian, Chinese, Rolls",250.0
Davangere Benna Dose Hotel,Yes,No,4.1,92,+91 7259699320,Jayanagar,Quick Bites,"Benne Dosa, Idli, Coffee",South Indian,100.0
Raj Darbar,Yes,No,3.7,47,+91 7676867993,Koramangala 6th Block,Casual Dining,"Tandoori Chicken, Thali","North Indian, Chinese, Bengali",800.0
Java City,Yes,No,2.5,157,080 41654693,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450.0
Punjabi Chulha,Yes,No,3.8,38,+91 9880513340,Koramangala 1st Block,Casual Dining,"Tandoori Chicken, Dal Makhani, Butter Chicken, Roti, Veg Thali",North Indian,500.0
Banana Beach Bar,Yes,Yes,3.7,1015,080 49652918,Koramangala 6th Block,Bar,"Chicken Wings, Cocktails, Mocktails, Chilli Chicken, Noodles, Burgers, Spring Roll","Continental, Chinese",
Just Bake,Yes,No,3.8,123,+91 8970010111,Koramangala 5th Block,Bakery,"Coffee, Cup Cake","Bakery, Desserts",400.0
Billionaires Cafe,No,No,3.8,47,+91 9845553555,Koramangala 5th Block,Cafe,Friendly Staff,"Cafe, Italian",600.0
Brewz Coffee,Yes,No,3.0,61,080 41200232,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650.0
Tongue Twisters,Yes,No,3.5,283,+91 9902629650,BTM,Quick Bites,"Veg Thali, Fish Thali","Bengali, North Indian, Oriya",350.0
Zero Kelvin,Yes,No,4.3,169,+91 7619369781,Koramangala 4th Block,Dessert Parlor,"Waffles, Thick Shakes, Choco Brownie, Ferrero Rocher Shake, Blueberry Shake, Milky Way, Nutella Brownie","Desserts, Beverages",450.0
BIB - Breakfast in the Box,Yes,No,3.8,211,+91 9036011861,HSR,Delivery,"English Breakfast, Burgers, Sandwiches, Chicken Burger, Pasta, Veg Burger, Chicken Sausages","American, Sandwich",600.0
Cupcake Noggins,No,No,4.1,723,+91 8150861619,Koramangala 4th Block,"Dessert Parlor, Bakery","Cup Cake, Truffle, Raspberry Cheesecake, Burgers, Blueberry Cheesecake, Chocolate Chocochip, Chocolate Crunch","Desserts, Bakery",300.0
Fogg,No,Yes,0.0,0,+91 9148788860,BTM,Casual Dining,"Pizza, Mocktails","Continental, Italian, Beverages",
Deja Vu Resto Bar,Yes,Yes,4.4,2511,080 49652734,Bannerghatta Road,Pub,"Gajar Ka Halwa, Custard, Hara Bhara Kebab, Brownie, Sev Puri, Pasta, Paan Ice Cream","North Indian, Italian",900.0
The Lassi Park,Yes,No,4.1,184,+91 8095957665,Jayanagar,Quick Bites,"Faluda, Brownie, Sandwich, Kulfi, Fruit Salad, Sweet Lassi, Chocolate Fudge","Juices, Desserts",200.0
154 Breakfast Club,Yes,Yes,4.0,1519,080 25533133,Koramangala 3rd Block,Cafe,"Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette","Cafe, Continental",900.0
Chef Master,Yes,No,3.8,76,+91 9742444881,Jayanagar,Quick Bites,"Fish Curry, Appam, Tea, Egg Roast, Sea Food","Kerala, North Indian, Chinese",300.0
Gilly's Restobar,No,Yes,4.5,3919,080 45128795,Koramangala 5th Block,"Pub, Casual Dining","Thai Crispy Chicken, Mojito, Watermelon Martini, Chicken Biryani, Beef Fry, Cocktails, Calamari","Finger Food, Continental, North Indian",
House Of Commons,No,Yes,4.7,4449,080 45128604,Koramangala 5th Block,Bar,"Cocktails, Chaap, Tandoori Chicken, Mocktails, Beer, Ghee Roast Mutton, Martini","Continental, Asian, North Indian",
Cheers Pub Bar & Restro,No,Yes,0.0,0,080 49653176,Koramangala 4th Block,"Pub, Bar","Cocktails, Brownie, Verdure Pizza, Veg Bao, Fish, Spaghetti, Mai Thai","Continental, Finger Food, Pizza, North Indian, Bar Food",
Barleyz,No,No,3.8,4655,+91 8880128888,Koramangala 6th Block,"Lounge, Microbrewery","Tandoori Chicken, Fish Chilli, Cocktails, Pizza, Craft Beer, Chaat, Long Island Iced Tea","North Indian, Continental, Chinese",
Sagar Fast Food,Yes,No,3.7,67,080 26686112,BTM,Quick Bites,"Idli, Masala Dosa, Sweet Lassi","South Indian, Chinese, North Indian",300.0
Tella Tales,Yes,No,4.2,414,+91 8792110657,Koramangala 5th Block,Cafe,"Pancakes, Pasta, Burgers, Exotic Veg Pizza, Mushroom Steak, Sushi, Peri Fries","Cafe, Desserts, Beverages",700.0
Pecos Hideout,No,Yes,4.0,171,+91 7259166661,BTM,Bar,"Chicken Steak, Beer, Beef Steak, Cheese Nachos, Honey Chilli Potatoes, French Fries, Masala Peanuts",Finger Food,
Truffles,No,No,4.7,14723,080 49652818,Koramangala 5th Block,"Cafe, Casual Dining","Burgers, Pasta, Cocktails, American Cheese Burger, Chicken Salad, Pancakes, Chocolate Dessert","Cafe, American, Burger, Steak",900.0
ThrowBack - Pub & Dine,No,No,3.9,234,+91 9742933332,Langford Town,"Bar, Casual Dining","Cocktails, Pizza, French Fries","Italian, North Indian, Continental",
Third Wave Coffee Roasters,No,No,4.4,1227,+91 7337684222,Koramangala 4th Block,Cafe,"Coffee, Hummus Platter, Granola Parfait, Hot Chocolate, Cappuccino, Waffles, Skillet Cookie","Cafe, Continental, Desserts",800.0
Eat Street,No,No,4.2,1534,080 42296566,Koramangala 6th Block,Quick Bites,"Lassi, Nachos, Mojito, Roti, Panipuri, Pizza, Waffles","North Indian, Chinese, Italian, Street Food, Desserts",600.0
Big Wong XL,No,Yes,4.5,688,+91 9902667866,Koramangala 5th Block,Casual Dining,"Noodles, Manchow Soup, Sake, Veg Sushi, Virgin Pinacolada, Tempura Prawns, Sea Food","Chinese, Sushi, Asian, Thai",
Kritunga Restaurant,No,No,3.8,1162,080 65665777,Koramangala 5th Block,Casual Dining,"Bamboo Chicken, Pot Biryani, Brain Fry, Hyderabadi Biryani, Brinjal Curry, Jowar Roti, Mutton Curry","Andhra, Biryani, North Indian, Chinese",650.0
Hunan,No,Yes,4.3,2254,080 25520154,Koramangala 5th Block,Casual Dining,"Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea","Chinese, Thai, Momos",
Market Table,No,Yes,4.5,553,080 49652848,Koramangala 5th Block,Cafe,"Salads, Healthy Breakfast, Quinoa Salad, Frittata, Pancakes, Smoothie Chocolate, Wheat Roll","Cafe, Continental, Mediterranean, Beverages",900.0
Pot-O-Noodles,No,Yes,4.3,170,+91 9686192617,Koramangala 4th Block,Casual Dining,"Noodles, Mocktails, Miso Soup, Chilli Ramen, Chicken Grill, Gyoza, Steamed Rice","Chinese, Asian, Japanese",800.0
Nandhana Palace,No,Yes,4.1,819,080 49652924,Koramangala 4th Block,"Casual Dining, Bar","Supreme Chicken Biryani, Chicken Curry, Curd Rice, Chilli Chicken, Veg Thali, Lime Soda, Mutton Bone Soup","Andhra, Biryani, North Indian, Chinese",800.0
Khawa Karpo,No,No,4.3,996,+91 8861867719,Koramangala 5th Block,Quick Bites,"Momos, Noodles, Thukpa, Chicken Thupka, Manchow Soup, Chicken Momo, Crispy Honey Chicken","Chinese, Tibetan, Momos",350.0
Art of Delight,No,No,4.3,450,080 41521333,Koramangala 5th Block,Dessert Parlor,"Waffles, Blueberry Cheesecake, Brownie Fudge, Vanilla Ice Cream, Freak Shake, Nutella Cheesecake, Nutella Waffle","Ice Cream, Desserts, Beverages",400.0
Indian Coffee House & Restaurant,No,No,4.2,676,+91 8025522339,Koramangala 5th Block,Casual Dining,"Buttermilk, Chicken Dosa, Masala Dosa, Filter Coffee, Tea, Chicken Sandwich, Paneer Dosa","South Indian, North Indian, Chinese",650.0
Samosa Party,No,No,4.1,45,080 43743565,Koramangala 5th Block,Quick Bites,"Chai, Aloo Samosa, Tea","Street Food, Fast Food",150.0
Bundar,No,No,4.1,2450,080 41425060,Koramangala 6th Block,Cafe,"Burgers, Cheese Burger, Mojito, Peri Peri Fries, Apple Pie, Tea, Peri Peri Chicken Wings","Cafe, Burger, Fast Food, Desserts",700.0
Jose's Mess,No,No,4.4,318,080 26840905,BTM,Mess,"Beef Fry, Masala Dosa, Chicken Curry, Fish Fry, Chicken Biryani, Roast Beef, Beef Curry","Kerala, South Indian, Biryani",300.0
Natural Ice Cream,No,No,4.5,941,080 25634466,Koramangala 1st Block,Dessert Parlor,"Coffee Walnut, Chocolate Icecreams, Tender Coconut Ice Cream, Thandai, Mango Ice Cream, Fruit Ice Cream, Custard Apple","Ice Cream, Beverages",200.0
Shree Thali,No,No,4.1,183,+91 9036220937,Koramangala 5th Block,Mess,"Veg Thali, Paratha, Kadhi, Shrikhand, Buttermilk, Sweet Lassi, Bati Churma",North Indian,150.0
Hungry Lee,No,No,4.1,357,+91 9900676240,BTM,Quick Bites,"Noodles, Nasi Goreng, Rolls, Kiwi Mojito, Brownie, Tom Yum Soup, Dumplings","Chinese, Thai, Asian",500.0
Late Night,No,No,3.6,117,+91 8884932323,BTM,Delivery,"Naan, Panneer Butter Masala, Butter Chicken, Chicken Tikka, Biryani, Roti","North Indian, Chinese",500.0
Juicemaker,No,No,3.9,164,080 41312525,Koramangala 8th Block,Beverage Shop,"Salads, Sandwiches, Shawarma, Watermelon Juice, Tea, Papaya Juice, Fruit Juices","Beverages, Fast Food",400.0
Lakeview Milkbar,No,No,3.8,290,080 25715455,Koramangala 8th Block,"Dessert Parlor, Cafe","Burgers, Pizza, Chocolate Fudge, Caramel Cheesecake, Vanilla Ice Cream, Hot Chocolate, Thick Shakes","Desserts, Cafe, Fast Food",500.0
Eat N Drink,No,No,3.8,87,+91 9535776611,BTM,Quick Bites,"Sandwiches, Fruit Juices, Burgers, Chicken Sandwich, Omelette, French Fries, Oreo Shake",Fast Food,250.0
The Cheesecake Corner,No,No,3.7,48,+91 9980519718,BTM,"Takeaway, Delivery","Blueberry Cheesecake, Oreo Cheesecake",Desserts,400.0
Apsara Ice Cream,No,No,4.1,147,+91 96663067506,Koramangala 5th Block,Dessert Parlor,Panipuri,Ice Cream,200.0
Happy Plate,No,No,3.6,54,080 40973766,Koramangala 6th Block,Quick Bites,"Chole Bhature, Omelette","North Indian, Chinese, South Indian, Fast Food",400.0
The Breakfast Truck,No,No,3.8,65,+91 9744494999,Koramangala 6th Block,Quick Bites,"English Breakfast, Eggs, Baked Beans, Oreo Pancake, Nutella Pancakes, French Toast, Omelette",Continental,550.0
De Street Cafe,No,No,3.6,61,+91 8048534323,BTM,Cafe,"Pasta, Chicken Steak, Burgers, Cold Coffee, Shawarma, Honey Chilli Fries",Cafe,500.0
So-Fat's Dosas,No,No,3.8,43,+91 7406222201,BTM,Quick Bites,Bhaji Dosa,South Indian,200.0
Niice Cream,No,No,3.8,38,+91 9742339885,Koramangala 5th Block,Dessert Parlor,Nitrogen Ice Cream,"Ice Cream, Beverages, Desserts",400.0
The Sweet Spot,No,No,4.0,157,+91 7349250512,Koramangala 6th Block,Dessert Parlor,"Brownie, Vanilla Ice Cream",Desserts,300.0
Chaai Resto,No,No,3.6,54,+91 9581333567,Koramangala 6th Block,"Beverage Shop, Quick Bites","Ginger Tea, Poha, Irani Chai, Chaai, Sandwich, Thick Shakes","Tea, Beverages, Fast Food",250.0
Rice and Rolls,No,No,2.7,61,080 41737475,Koramangala 6th Block,Quick Bites,"Rolls, Shawarma Roll, Chicken Grill, Thali","Arabian, Biryani, North Indian, Chinese, Fast Food",500.0
Haji Ali Juice Centre,Yes,No,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350.0
Halo Chef,Yes,No,3.9,144,+91 7028888869,Koramangala 4th Block,Delivery,Biryani,North Indian,500.0
#L-81 Cafe,Yes,No,3.9,48,+91 9986210891,HSR,Quick Bites,Burgers,"Fast Food, Beverages",400.0
Corner House Ice Cream,No,No,4.5,1547,+91 9845923734,Koramangala 7th Block,Dessert Parlor,"Hot Chocolate Fudge, Caramel Ice Cream, Brownie Sundae, Banana Split, Thick Shakes, Brownie Chocolate, Apple Pie","Ice Cream, Desserts",400.0
Krispy Kreme,Yes,No,4.2,447,080 22067912,Koramangala 7th Block,Dessert Parlor,"Donut, Coffee, Chocolate Dreamcake, Latte, Hot Chocolate, Cookie Crunch, Cappuccino","Desserts, Beverages",300.0
Banchharam,No,No,3.9,140,080 25710030,Koramangala 7th Block,"Quick Bites, Sweet Shop","Mishti Doi, Rasgulla, Radhaballavi, Rasmalai, Chamcham, Dum Aloo, Malai Roll","Street Food, Mithai",200.0
Baskin Robbins,No,No,4.1,77,080 22067739,Koramangala 7th Block,Dessert Parlor,Waffle Cone,"Ice Cream, Desserts",250.0
The Kream Story,Yes,No,4.1,37,+91 6363455684,Koramangala 7th Block,"Dessert Parlor, Quick Bites","Waffles, Nutella Ice Cream, French Fries","Desserts, Fast Food",500.0
Haagen Dazs,Yes,No,3.9,79,080 22067777,Koramangala 7th Block,Dessert Parlor,"Waffles, Chocolate Bomb, Belgium Chocolate, Chocolate Sundae, Chocolate Icecreams, Strawberry Cheesecake","Ice Cream, Desserts",800.0
Cookie Man,Yes,No,4.0,100,080 22067766,Koramangala 7th Block,Dessert Parlor,"Chocolate Chip Cookie, Brownie Chocolate",Bakery,150.0
The Chocolate Room,No,No,3.8,64,080 41520999,Koramangala 7th Block,"Cafe, Bakery","Waffles, Burgers, Hot Chocolate, Chocolate Avalanche, Fries, Brownie","Cafe, Desserts, Bakery",600.0
The Bier Library,Yes,Yes,4.3,582,080 49652559,Koramangala 6th Block,"Microbrewery, Casual Dining","Beer, Pizza, Mocktails, Pasta, Rasmalai, Cocktails, Brownie","Continental, North Indian, Pizza, BBQ",
Kurtoskalacs,No,No,4.6,277,080 49653261,Koramangala 5th Block,"Dessert Parlor, Quick Bites","Hazelnut Cappuccino, Pancakes, Nutella Shake, Chocolate Icecreams, Butter Chicken, Vanilla Ice Cream, Hibiscus Tea","Desserts, Fast Food",400.0
Bonsouth,Yes,Yes,4.2,2619,080 49652934,Koramangala 5th Block,Casual Dining,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa","Chettinad, Andhra, Kerala",
Third Wave Coffee Roasters,No,No,4.4,1227,+91 7337684222,Koramangala 4th Block,Cafe,"Coffee, Hummus Platter, Granola Parfait, Hot Chocolate, Cappuccino, Waffles, Skillet Cookie","Cafe, Continental, Desserts",800.0
Zee5 Loft,Yes,No,4.4,364,080 49653381,Koramangala 6th Block,Cafe,"Tomato Soup, Brownie Shake, Pizza, Salad, Fries, Chicken Bbq Wings, Pasta","Cafe, North Indian, Pizza, Sandwich, Salad",500.0
Eat Street,No,No,4.2,1534,080 42296566,Koramangala 6th Block,Quick Bites,"Lassi, Nachos, Mojito, Roti, Panipuri, Pizza, Waffles","North Indian, Chinese, Italian, Street Food, Desserts",600.0
Sixth Avenue Cafe And Patisserie,No,No,4.4,177,+91 9020902096,Koramangala 5th Block,"Cafe, Dessert Parlor","Tea, Chocolate Bomb, Waffles, Peri Chicken, Fries, Pasta Alfredo, Mocktails","Cafe, Italian, Desserts",600.0
XO Belgian Waffle,Yes,No,4.5,835,+91 9900332623,Koramangala 5th Block,Dessert Parlor,"Hot Chocolate, Chocolate Overload, Belgian Waffles, Nutella Waffle, Thick Shakes, Caramel Coffee, Vanilla Ice Cream","Desserts, Beverages",400.0
Roundup Cafe,Yes,Yes,4.2,517,080 49653438,Koramangala 5th Block,Cafe,"Mocktails, Salad, Coffee, Pizza, Meat Balls, Nachos, Hot Chocolate","Cafe, Continental, Beverages",800.0
Carrots,Yes,Yes,4.1,602,080 41172812,Koramangala 6th Block,Casual Dining,"Pizza, Pasta, Salads, Masala Chai, Soya Buttermilk, Burgers, Chocolate Icecreams","Italian, North Indian, Healthy Food, Desserts",
Krem,Yes,No,4.1,61,080 49653345,Koramangala 5th Block,Dessert Parlor,"Churros, Baklava Ice Cream, Cheesecake, Chocolate Peanut Butter, Cheese Roll, Chocolate Sundae","Desserts, Ice Cream, Beverages, Sandwich",450.0
99 Pancakes,Yes,No,4.5,349,080 43729195,Koramangala 5th Block,"Dessert Parlor, Cafe","Pan Cake, Waffles, Nutella Pancakes","Desserts, Beverages, Cafe, Ice Cream",300.0
Art of Delight,No,No,4.3,450,080 41521333,Koramangala 5th Block,Dessert Parlor,"Waffles, Blueberry Cheesecake, Brownie Fudge, Vanilla Ice Cream, Freak Shake, Nutella Cheesecake, Nutella Waffle","Ice Cream, Desserts, Beverages",400.0
Polar Bear,Yes,No,4.2,196,080 49652814,Koramangala 6th Block,Dessert Parlor,"Choco Fudge Brownie, Sandwich, Ice Cream Pizza, Tiramisu, Sandwiches, Chocolate Icecreams, Hot Chocolate","Desserts, Ice Cream, Beverages, Sandwich",400.0
Fresh Pressery Cafe,Yes,No,4.1,141,080 41724989,Koramangala 5th Block,Cafe,"Salads, Chicken Sandwich, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast, Pasta","Cafe, Healthy Food, Salad, Beverages, Desserts",
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4.0,151,080 49652825,Koramangala 2nd Block,Casual Dining,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles","Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",
IceBreakers,No,No,4.5,499,+91 8123444800,Koramangala 6th Block,Dessert Parlor,"Ice Cream Roll, Waffles, Pizza, Nitrogen Ice Cream, Rolls, Brownie Fudge, Popcorn","Desserts, Ice Cream",500.0
Cupcake Noggins,No,No,4.1,723,+91 8150861619,Koramangala 4th Block,"Dessert Parlor, Bakery","Cup Cake, Truffle, Raspberry Cheesecake, Burgers, Blueberry Cheesecake, Chocolate Chocochip, Chocolate Crunch","Desserts, Bakery",300.0
Cream Chemistry,Yes,No,3.9,231,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500.0
The Belgian Waffle Co.,Yes,No,4.2,180,+91 8043716009,Koramangala 5th Block,Dessert Parlor,"Belgian Waffles, Chocolate Overload, Triple Chocolate","Desserts, Beverages",350.0
Belgian Waffle Factory,Yes,No,4.8,193,+91 9481511911,Koramangala 5th Block,Dessert Parlor,"Nachos, Chocolate Waffles, Nutella Waffle, Salsa, Oreo Waffle",Desserts,400.0
Frozen Bottle,Yes,No,4.1,240,080 48658503,Koramangala 5th Block,Beverage Shop,"Chocolate Hazelnut, Thick Shakes, Brownie Chocolate, Belgian Chocolate, Chocolate Shake, Tiramisu, Oreo Shake","Beverages, Desserts, Ice Cream",400.0
The Marash,Yes,No,4.3,68,+91 8050000164,Koramangala 5th Block,Dessert Parlor,"Turkish Ice Cream, Baklava, Chocolate Icecreams","Turkish, Desserts",250.0
Lassi Shop,Yes,No,4.1,211,+91 8660096503,Koramangala 5th Block,Beverage Shop,"Faluda, Sweet Lassi, Mango Lassi, Malai Kulfi","Beverages, Ice Cream",200.0
Just Bake,Yes,No,3.8,123,+91 8970010111,Koramangala 5th Block,Bakery,"Coffee, Cup Cake","Bakery, Desserts",400.0
WAFL Co,Yes,No,4.2,53,080 43758178,Koramangala 5th Block,Dessert Parlor,"Waffles, Pancakes, Oreo Waffle","Desserts, Beverages",400.0
Haji Ali Juice Centre,Yes,No,4.0,152,080 25505050,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",350.0
Lakeview Milkbar,No,No,3.8,290,080 25715455,Koramangala 8th Block,"Dessert Parlor, Cafe","Burgers, Pizza, Chocolate Fudge, Caramel Cheesecake, Vanilla Ice Cream, Hot Chocolate, Thick Shakes","Desserts, Cafe, Fast Food",500.0
Stoned Monkey,Yes,No,4.1,511,+91 9844993807,Koramangala 6th Block,Dessert Parlor,"Nachos, Waffles, Hot Chocolate Fudge, Chocolate Icecreams, Tiramisu, Cheesy Garlic Bread, Vanilla Ice Cream","Desserts, Ice Cream",500.0
Uday Sweets,Yes,No,3.5,34,+91 9449111794,Koramangala 6th Block,Sweet Shop,"Jalebi, Poha, Puri Sabzi","Mithai, Fast Food",250.0
Apsara Ice Cream,No,No,4.1,147,+91 96663067506,Koramangala 5th Block,Dessert Parlor,Panipuri,Ice Cream,200.0
Zero Kelvin,Yes,No,4.3,169,+91 7619369781,Koramangala 4th Block,Dessert Parlor,"Waffles, Thick Shakes, Choco Brownie, Ferrero Rocher Shake, Blueberry Shake, Milky Way, Nutella Brownie","Desserts, Beverages",450.0
Niice Cream,No,No,3.8,38,+91 9742339885,Koramangala 5th Block,Dessert Parlor,Nitrogen Ice Cream,"Ice Cream, Beverages, Desserts",400.0
The Sweet Spot,No,No,4.0,157,+91 7349250512,Koramangala 6th Block,Dessert Parlor,"Brownie, Vanilla Ice Cream",Desserts,300.0
Sangam Sweets,Yes,No,3.8,75,080 25529589,Koramangala 3rd Block,Sweet Shop,"Chaat, Jalebi, Samosa, Badam Milk, Panipuri","Mithai, Street Food",200.0
Oregano Pizzeria,Yes,No,3.7,52,080 48664711,Koramangala 4th Block,Cafe,"Margherita Pizza, Cheesy Bites","Cafe, Italian, Pizza",450.0
Choco Cheese,Yes,No,0.0,0,+91 8884688905,BTM,Dessert Parlor,"Waffles, Banana Nutella Crepe, Oreo Shake",Desserts,300.0
Gogula's Sweets & Chats,Yes,No,4.1,208,+91 9649640353,BTM,"Sweet Shop, Quick Bites","Chole, Kulfi, Kachori, Samosa, Chaat, Pav Bhaji, Barfi","Mithai, Street Food, Fast Food",200.0
Natural Ice Cream,No,No,4.5,942,080 25634466,Koramangala 1st Block,Dessert Parlor,"Coffee Walnut, Chocolate Icecreams, Tender Coconut Ice Cream, Thandai, Mango Ice Cream, Fruit Ice Cream, Custard Apple","Ice Cream, Beverages",200.0
The Cheesecake Corner,No,No,3.7,48,+91 9980519718,BTM,"Takeaway, Delivery","Blueberry Cheesecake, Oreo Cheesecake",Desserts,400.0
