Restaurant Name,Location,Contact Number/s,Restaurant Type,Rating,Cuisines Available,Most Liked Dishes,Table Booking Facility?
Mughlai Azam,New BEL Road,+91 7619328882,Casual Dining,4.0 /5,"Mughlai, Biryani, North Indian","Dal Makhani, Roti, Adrak Ke Panje, Mocktails, Paratha, Lal Maans, Paneer Malai Tikka",Yes
Chapter One Bar | Maiin,New BEL Road,080 49652764,"Bar, Casual Dining",4.2 /5,"Continental, Italian, North Indian","Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken",Yes
Gilly's Restobar,New BEL Road,080 45128631,"Pub, Casual Dining",4.5 /5,"Continental, Finger Food, North Indian, Chinese","Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken",Yes
Hammered,New BEL Road,+91 9590210210,"Pub, Cafe",4.5 /5,"North Indian, Continental, Cafe","Mocktails, Cocktails, Beer, Pasta, Tacos, Pizza, Chicken Tikka Masala",Yes
Gilly's Restobar,New BEL Road,080 45128631,"Pub, Casual Dining",4.5 /5,"Continental, Finger Food, North Indian, Chinese","Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken",Yes
Chapter One Bar | Maiin,New BEL Road,080 49652764,"Bar, Casual Dining",4.2 /5,"Continental, Italian, North Indian","Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken",Yes
Hammered,New BEL Road,+91 9590210210,"Pub, Cafe",4.5 /5,"North Indian, Continental, Cafe","Mocktails, Cocktails, Pasta, Beer, Tacos, Pizza, Chicken Guntur",Yes
Big Pitcher,Old Airport Road,080 49652494,"Pub, Microbrewery",4.6 /5,"American, Continental, North Indian, Mediterranean","Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food",Yes
Peacock,Indiranagar,080 49653000,Casual Dining,4.0 /5,"North Indian, BBQ, Mughlai","Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Vanilla Ice Cream, Mocktails",Yes
Ministry of Food - Hilton Bangalore Embassy GolfLinks,Domlur,080 49653157,Fine Dining,4.2 /5,"North Indian, Asian, South Indian, Italian, European","Chicken Curry, Jalebi, Pasta, Breakfast Buffet, Paratha, Fish, Mutton Sukha",Yes
Citrus - The Leela Palace,Old Airport Road,080 25211234,Fine Dining,4.2 /5,"North Indian, Italian, Asian, Continental, Mediterranean","Salad, Macaroon, Steak, Rasgulla, Pizza, Salads, Waffles",Yes
Barbeque Nation,Indiranagar,+91 8064806060,Casual Dining,4.7 /5,"North Indian, European, Mediterranean, BBQ, Kebab","Mutton Curry, Tender Coconut Payasam, Mutton Seekh Kebab, Kulfi, Kheer, Chicken Biryani, Brownie",Yes
LOFT38,Indiranagar,080 49337555,"Lounge, Casual Dining",4.3 /5,"Italian, BBQ, Asian, Fast Food","Cocktails, Mushroom Pizza, Pork Ribs, Mocktails, Nachos, Sea Food, Long Island Iced Tea",Yes
Urban Tamaasha,Indiranagar,080 49653528,Casual Dining,4.1 /5,"North Indian, Chinese, Continental","Virgin Mojito, Pasta Alfredo, Mocktails, Mutton Boti Kebab, Diwani Handi, Chelo Kebab, Dragon Rolls",Yes
Cup Chronicles Cafe,Indiranagar,080 49652570,Quick Bites,3.9 /5,"Continental, Desserts, Beverages","Tea, Sandwiches",Yes
Lazy Suzy,Indiranagar,080 49652565,"Cafe, Bakery",4.3 /5,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European","Hot Chocolate, Pizza, Sandwiches, Pancakes, Mushroom Pasta, Pasta Salad, Sandwich",Yes
Cafe Braqa,Indiranagar,+91 7204874361,Cafe,4.1 /5,"Cafe, Italian, Continental, Beverages","Ginger Tea, Cup Cake, Sandwich, Pasta, Pizza, Cappuccino, Cheese Sticks",Yes
Chakh Le Foods,Jeevan Bhima Nagar,080 49653057,Casual Dining,3.4 /5,"North Indian, Mughlai, Bengali, Chinese","Fish, Aloo Posto",Yes
Maravanthe,Indiranagar,080 49653410,Casual Dining,4.4 /5,"Seafood, Mangalorean","Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Anjal Masala Fry, Prawn Ghee Roast, Mutton Biryani",Yes
Thai Chy,Indiranagar,080 45128670,Casual Dining,4.3 /5,"Thai, Asian, Indonesian","Noodles, Watermelon Mint Mojito, Rendang Curry, Laksa, Momos, Dimsum Platter, Mocktails",Yes
The Pizza Bakery,Indiranagar,080 49652602,Casual Dining,4.8 /5,"Italian, Pizza, Beverages","Pizza, Garlic Bread, Beer, Tiramisu, Vanilla Ice Cream, Ravioli, Salads",Yes
Urban Tamaasha,Indiranagar,080 49653528,Casual Dining,4.1 /5,"North Indian, Chinese, Continental","Virgin Mojito, Pasta Alfredo, Mocktails, Mutton Boti Kebab, Diwani Handi, Chelo Kebab, Dragon Rolls",Yes
Cup Chronicles Cafe,Indiranagar,080 49652570,Quick Bites,3.9 /5,"Continental, Desserts, Beverages","Tea, Sandwiches",Yes
Cita Pani,Indiranagar,080 49653502,Quick Bites,3.8 /5,"Biryani, North Indian, Arabian","Peri Peri Chicken, Shawarma, Biryani, Rolls",Yes
Taiki,Indiranagar,080 49652196,Casual Dining,4.4 /5,"Asian, Japanese, Korean, Thai, Sushi","Sushi, Ramen, Bibimbap, Salmon, Dumplings, Tempura, Yaki Soba",Yes
Kobe Sizzlers,Indiranagar,+91 8050001660,Casual Dining,4.1 /5,"American, Continental, Fast Food, Steak","Sizzler Brownie, Ice Tea, Paneer Steak, Momos, Pizza, Sangria, Tomato Soup",Yes
The Twisted Desi,Indiranagar,080 49652900,Casual Dining,0/5,"Continental, Italian, North Indian, Chinese","Vegetable Biryani, Dal Makhani, Matar Methi Malai, Pasta, Rasmalai, Gulab Jamun, Diwani Handi",Yes
Peacock,Indiranagar,080 49653000,Casual Dining,4.0 /5,"North Indian, BBQ, Mughlai","Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Vanilla Ice Cream, Mocktails",Yes
Copper Chimney,Indiranagar,080 49652172,Casual Dining,4.2 /5,"North Indian, Biryani","Chura Paratha, Mocktails, Phirni, Shikanji, Soan Papdi",Yes
Cafe Braqa,Indiranagar,+91 7204874361,Cafe,4.1 /5,"Cafe, Italian, Continental, Beverages","Ginger Tea, Cup Cake, Sandwich, Pasta, Pizza, Cappuccino, Cheese Sticks",Yes
Lazy Suzy,Indiranagar,080 49652565,"Cafe, Bakery",4.3 /5,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European","Hot Chocolate, Pizza, Sandwiches, Pancakes, Mushroom Pasta, Pasta Salad, Sandwich",Yes
Raaga,Indiranagar,080 49653355,Casual Dining,3.8 /5,"North Indian, Chinese, Continental","Panner Tikka, Chicken Biryani, Thali, Gajar Ka Halwa, Lunch Buffet, Raita, Tandoori Aloo",Yes
BabaYaga's,Indiranagar,080 43756555,"Bar, Casual Dining",4.0 /5,"American, Finger Food","Masala Fries, Cocktails, Chicken Wings, Beer, Onion Rings, Pizza, Nachos",Yes
Hello Resto-Pub,Old Airport Road,+91 8792929000,"Casual Dining, Pub",4.1 /5,Continental,"Burgers, Beef Steak, Cocktails, Chips, Chicken Soup, Onion Rings, Chicken Wings",Yes
Nandhini Paradise,Indiranagar,080 40799999,Casual Dining,3.7 /5,North Indian,"Thali, Andhra Meal, Chicken Biryani, Roti, Andhra Chilli Chicken, Hyderabadi Biryani, Mutton Biryani",Yes
The Pizza Bakery,Indiranagar,080 49652602,Casual Dining,4.8 /5,"Italian, Pizza, Beverages","Pizza, Garlic Bread, Beer, Tiramisu, Vanilla Ice Cream, Ravioli, Salads",Yes
Lazy Suzy,Indiranagar,080 49652565,"Cafe, Bakery",4.3 /5,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European","Hot Chocolate, Pizza, Sandwiches, Pancakes, Mushroom Pasta, Pasta Salad, Sandwich",Yes
Big Pitcher,Old Airport Road,080 49652494,"Pub, Microbrewery",4.6 /5,"American, Continental, North Indian, Mediterranean","Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food",Yes
Citrus - The Leela Palace,Old Airport Road,080 25211234,Fine Dining,4.2 /5,"North Indian, Italian, Asian, Continental, Mediterranean","Salad, Macaroon, Steak, Rasgulla, Pizza, Salads, Waffles",Yes
Hello Resto-Pub,Old Airport Road,+91 8792929000,"Casual Dining, Pub",4.1 /5,Continental,"Burgers, Beef Steak, Cocktails, Chips, Chicken Soup, Onion Rings, Chicken Wings",Yes
Chakh Le Foods,Jeevan Bhima Nagar,080 49653057,Casual Dining,3.4 /5,"North Indian, Mughlai, Bengali, Chinese","Fish, Aloo Posto",Yes
Barbeque Nation,Indiranagar,+91 8064806060,Casual Dining,4.7 /5,"North Indian, European, Mediterranean, BBQ, Kebab","Mutton Curry, Tender Coconut Payasam, Mutton Seekh Kebab, Kulfi, Kheer, Chicken Biryani, Brownie",Yes
Nevermind - Bar & Social,Indiranagar,080 49652505,"Bar, Casual Dining",4.4 /5,"Continental, Asian, Modern Indian","Peri Peri Chicken, Nachos, Cocktails, Pizza, Pasta, Beef Teriyaki, Tikka",Yes
LOFT38,Indiranagar,080 49337555,"Lounge, Casual Dining",4.3 /5,"Italian, BBQ, Asian, Fast Food","Cocktails, Mushroom Pizza, Pork Ribs, Mocktails, Nachos, Sea Food, Long Island Iced Tea",Yes
1131 Bar + Kitchen,Indiranagar,080 49652166,"Bar, Casual Dining",4.4 /5,"Continental, Asian, Italian, North Indian","Pizza, Chocolate Cake, Cocktails, Nachos, Sangria, Craft Beer, Mocktails",Yes
The Pizza Bakery,Indiranagar,080 49652602,Casual Dining,4.8 /5,"Italian, Pizza, Beverages","Pizza, Garlic Bread, Beer, Tiramisu, Vanilla Ice Cream, Ravioli, Salads",Yes
Tipsy Bull - The Bar Exchange,Indiranagar,080 49652910,"Bar, Casual Dining",4.6 /5,"Chinese, Continental, North Indian, Mexican","Cocktails, Peri Peri Chicken, Biryani, Mocktails, Pizza, Sangria, Chicken Dim Sum",Yes
BTDT? Been There Done That,Indiranagar,080 49652655,"Bar, Casual Dining",4.3 /5,"European, Continental, Asian, Finger Food","Cocktails, Momos, Pizza, Mushroom Ragout, Roti, Mocktails, Nachos",Yes
SantÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Spa Cuisine,Indiranagar,080 45128828,Casual Dining,4.9 /5,"Healthy Food, Salad, Mediterranean","Biryani, Tomato Soup, Farm Pizza, Dumplings, Lemonade, Salad, Smoothie Bowls",Yes
Urban Tamaasha,Indiranagar,080 49653528,Casual Dining,4.1 /5,"North Indian, Chinese, Continental","Virgin Mojito, Pasta Alfredo, Mocktails, Mutton Boti Kebab, Diwani Handi, Chelo Kebab, Dragon Rolls",Yes
Bologna,Indiranagar,080 49653550,Casual Dining,4.5 /5,Italian,"Tiramisu, Pasta, Pizza, Lasagne, Sea Food, Ravioli, Bruschettas",Yes
Lazy Suzy,Indiranagar,080 49652565,"Cafe, Bakery",4.4 /5,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European","Hot Chocolate, Pizza, Sandwiches, Pancakes, Mushroom Pasta, Pasta Salad, Sandwich",Yes
Ministry of Food - Hilton Bangalore Embassy GolfLinks,Domlur,080 49653157,Fine Dining,4.2 /5,"North Indian, Asian, South Indian, Italian, European","Chicken Curry, Jalebi, Pasta, Breakfast Buffet, Paratha, Fish, Mutton Sukha",Yes
Peacock,Indiranagar,080 49653000,Casual Dining,4.0 /5,"North Indian, BBQ, Mughlai","Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Vanilla Ice Cream, Mocktails",Yes
Southindies,Indiranagar,080 49653022,Casual Dining,4.0 /5,"South Indian, Chettinad, Kerala, Sri Lankan","Pongal, Appam, Elaneer Payasam, Gulab Jamun, Rava Idli, Veg Buffet, Lunch Buffet",Yes
Swing,Indiranagar,080 49653450,"Casual Dining, Bar",3.8 /5,"North Indian, Chinese, Mangalorean","Chicken Wings, Murgh Ghee Roast, Paneer Tikka",Yes
Agent Jack's Bar,Indiranagar,080 49653212,Bar,4.1 /5,"Continental, North Indian, Italian","Margarita, Masala Peanuts, Cocktails, Momos, Pizza, Beer, Chicken Nachos",Yes
Hangover,Indiranagar,080 49653251,"Bar, Casual Dining",4.0 /5,"Thai, Chinese, North Indian, Continental, Steak","Cocktails, Blueberry Cheesecake, Margarita, Long Island Iced Tea, Sangria, Bbq Pizza, Beer",Yes
Cup Chronicles Cafe,Indiranagar,080 49652570,Quick Bites,3.9 /5,"Continental, Desserts, Beverages","Tea, Sandwiches",Yes
Copper Chimney,Indiranagar,080 49652172,Casual Dining,4.2 /5,"North Indian, Biryani","Chura Paratha, Mocktails, Phirni, Shikanji, Soan Papdi",Yes
BabaYaga's,Indiranagar,080 43756555,"Bar, Casual Dining",4.0 /5,"American, Finger Food","Masala Fries, Cocktails, Chicken Wings, Beer, Onion Rings, Pizza, Nachos",Yes
Cafe Braqa,Indiranagar,+91 7204874361,Cafe,4.1 /5,"Cafe, Italian, Continental, Beverages","Ginger Tea, Cup Cake, Sandwich, Pasta, Pizza, Cappuccino, Cheese Sticks",Yes
Bootlegger,Indiranagar,+91 8025200099,Lounge,4.1 /5,"Continental, Steak","Cocktails, Pasta, Chilli Pork, Beer, Beetroot Burger, Chicken Nachos, Pepperoni Pizza",Yes
Blistering Barnacles,Indiranagar,+91 7349015317,Pub,3.9 /5,"Chinese, Continental, American, Steak","Strawberry Mojito, Cocktails, Chicken Momo, Caramel Custard, Long Island Iced Tea, Spring Roll, Tortilla Chips",Yes
Bflat Bar,Indiranagar,080 49653038,Lounge,3.9 /5,"North Indian, Chinese, Continental, Bengali","Biryani, Cocktails, Mushroom Pasta, Dragon Chicken, Beer, Noodles, Steak",Yes
Nandhini Paradise,Indiranagar,080 40799999,Casual Dining,3.7 /5,North Indian,"Thali, Andhra Meal, Chicken Biryani, Roti, Andhra Chilli Chicken, Hyderabadi Biryani, Mutton Biryani",Yes
The Salt Grill - Hilton Bangalore Embassy Golflinks,Domlur,+91 7353759841,Fine Dining,4.1 /5,"European, Mediterranean, Salad","Cocktails, Chicken Satay, Sunday Brunch",Yes
Cita Pani,Indiranagar,080 49653502,Quick Bites,3.9 /5,"Biryani, North Indian, Arabian","Peri Peri Chicken, Shawarma, Biryani, Rolls",Yes
1131 Bar + Kitchen,Indiranagar,080 49652166,"Bar, Casual Dining",4.4 /5,"Continental, Asian, Italian, North Indian","Pizza, Chocolate Cake, Cocktails, Nachos, Sangria, Craft Beer, Mocktails",Yes
Big Pitcher,Old Airport Road,080 49652494,"Pub, Microbrewery",4.6 /5,"American, Continental, North Indian, Mediterranean","Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food",Yes
Nevermind - Bar & Social,Indiranagar,080 49652505,"Bar, Casual Dining",4.4 /5,"Continental, Asian, Modern Indian","Peri Peri Chicken, Nachos, Cocktails, Pizza, Pasta, Beef Teriyaki, Tikka",Yes
LOFT38,Indiranagar,080 49337555,"Lounge, Casual Dining",4.3 /5,"Italian, BBQ, Asian, Fast Food","Cocktails, Mushroom Pizza, Pork Ribs, Mocktails, Nachos, Sea Food, Long Island Iced Tea",Yes
Tipsy Bull - The Bar Exchange,Indiranagar,080 49652910,"Bar, Casual Dining",4.6 /5,"Chinese, Continental, North Indian, Mexican","Cocktails, Peri Peri Chicken, Biryani, Mocktails, Pizza, Sangria, Chicken Dim Sum",Yes
BTDT? Been There Done That,Indiranagar,080 49652655,"Bar, Casual Dining",4.3 /5,"European, Continental, Asian, Finger Food","Cocktails, Momos, Pizza, Mushroom Ragout, Roti, Mocktails, Nachos",Yes
Tipsy Bull - The Bar Exchange,Indiranagar,080 49652910,"Bar, Casual Dining",4.6 /5,"Chinese, Continental, North Indian, Mexican","Cocktails, Peri Peri Chicken, Biryani, Mocktails, Pizza, Sangria, Chicken Dim Sum",Yes
BTDT? Been There Done That,Indiranagar,080 49652655,"Bar, Casual Dining",4.3 /5,"European, Continental, Asian, Finger Food","Cocktails, Momos, Pizza, Mushroom Ragout, Roti, Mocktails, Nachos",Yes
Hangover,Indiranagar,080 49653251,"Bar, Casual Dining",4.0 /5,"Thai, Chinese, North Indian, Continental, Steak","Cocktails, Blueberry Cheesecake, Margarita, Long Island Iced Tea, Sangria, Bbq Pizza, Beer",Yes
Bootlegger,Indiranagar,+91 8025200099,Lounge,4.1 /5,"Continental, Steak","Cocktails, Pasta, Chilli Pork, Beer, Beetroot Burger, Chicken Nachos, Pepperoni Pizza",Yes
Blistering Barnacles,Indiranagar,+91 7349015317,Pub,3.9 /5,"Chinese, Continental, American, Steak","Strawberry Mojito, Cocktails, Chicken Momo, Caramel Custard, Long Island Iced Tea, Spring Roll, Tortilla Chips",Yes
Bflat Bar,Indiranagar,080 49653038,Lounge,3.9 /5,"North Indian, Chinese, Continental, Bengali","Biryani, Cocktails, Mushroom Pasta, Dragon Chicken, Beer, Noodles, Steak",Yes
Inntense Restobar,Indiranagar,080 49653046,"Bar, Casual Dining",0/5,"Finger Food, Continental, North Indian, Fast Food","Margarita, Churros, Cocktails, Wings, Murgh Ghee Roast, Nachos",Yes
Agent Jack's Bar,Indiranagar,080 49653212,Bar,4.1 /5,"Continental, North Indian, Italian","Margarita, Masala Peanuts, Cocktails, Momos, Pizza, Beer, Chicken Nachos",Yes
Swing,Indiranagar,080 49653450,"Casual Dining, Bar",3.8 /5,"North Indian, Chinese, Mangalorean","Chicken Wings, Murgh Ghee Roast, Paneer Tikka",Yes
Big Pitcher,Old Airport Road,080 49652494,"Pub, Microbrewery",4.6 /5,"American, Continental, North Indian, Mediterranean","Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food",Yes
Hello Resto-Pub,Old Airport Road,+91 8792929000,"Casual Dining, Pub",4.1 /5,Continental,"Burgers, Beef Steak, Cocktails, Chips, Chicken Soup, Onion Rings, Chicken Wings",Yes
Nevermind - Bar & Social,Indiranagar,080 49652505,"Bar, Casual Dining",4.4 /5,"Continental, Asian, Modern Indian","Peri Peri Chicken, Nachos, Cocktails, Pizza, Pasta, Beef Teriyaki, Tikka",Yes
1131 Bar + Kitchen,Indiranagar,080 49652166,"Bar, Casual Dining",4.4 /5,"Continental, Asian, Italian, North Indian","Pizza, Chocolate Cake, Cocktails, Nachos, Sangria, Craft Beer, Mocktails",Yes
BTDT? Been There Done That,Indiranagar,080 49652655,"Bar, Casual Dining",4.3 /5,"European, Continental, Asian, Finger Food","Cocktails, Momos, Pizza, Mushroom Ragout, Roti, Mocktails, Nachos",Yes
Hangover,Indiranagar,080 49653251,"Bar, Casual Dining",4.0 /5,"Thai, Chinese, North Indian, Continental, Steak","Cocktails, Blueberry Cheesecake, Margarita, Long Island Iced Tea, Sangria, Bbq Pizza, Beer",Yes
BabaYaga's,Indiranagar,080 43756555,"Bar, Casual Dining",4.0 /5,"American, Finger Food","Masala Fries, Cocktails, Chicken Wings, Beer, Onion Rings, Pizza, Nachos",Yes
Blistering Barnacles,Indiranagar,+91 7349015317,Pub,3.9 /5,"Chinese, Continental, American, Steak","Strawberry Mojito, Cocktails, Chicken Momo, Caramel Custard, Long Island Iced Tea, Spring Roll, Tortilla Chips",Yes
Inntense Restobar,Indiranagar,080 49653046,"Bar, Casual Dining",0/5,"Finger Food, Continental, North Indian, Fast Food","Margarita, Churros, Cocktails, Wings, Murgh Ghee Roast, Nachos",Yes
Kava - Fairfield by Marriott,Rajajinagar,+91 8049470020,"Fine Dining, Bar",4.0 /5,"North Indian, South Indian, Continental","Pasta, Cocktails, Sunday Brunch, Orange Mousse, Salads, Chicken Dum Biryani, Kheer",Yes
Coastal Spice,Rajajinagar,080 49652651,Casual Dining,3.7 /5,"Seafood, North Indian, Chinese, Continental, Mangalorean",Sea Food,Yes
Onesta,Basaveshwara Nagar,+91 7760714154,"Casual Dining, Cafe",4.3 /5,"Pizza, Cafe, Italian","Pasta, Chocolate Pizza, Cheesecake, Tikka",Yes
Feast - Sheraton Grand Bangalore Hotel at Brigade...,Malleshwaram,080 49653030,Fine Dining,4.3 /5,"North Indian, Continental","Chocolate Cake, Sunday Brunch, Mutton Biryani, Pasta, Pizza, Croissants, Cocktails",Yes
"Lush - Renaissance Hotel, Bengaluru",Race Course Road,080 49652951,Casual Dining,4.5 /5,"North Indian, Continental","Chicken Tikka, Paneer Tikka, Brownie, Biryani, Mocktails, Tea, Dal Makhani",Yes
The Green Path - Forgotten Food,Malleshwaram,080 49653006,Casual Dining,4.3 /5,"North Indian, South Indian","Lunch Buffet, Millet Pizza, Salads, Beetroot Payasam, Banana Pudding, Thali, Tikki",Yes
Onesta,Basaveshwara Nagar,+91 7760714154,"Casual Dining, Cafe",4.3 /5,"Pizza, Cafe, Italian","Pasta, Chocolate Pizza, Cheesecake, Tikka",Yes
Rajdhani Thali Restaurant,Malleshwaram,+91 9886339234,Casual Dining,4.0 /5,North Indian,"Thali, Churma, Khichda, Dhokla, Aamras, Malpua, Buttermilk",Yes
Onesta,Basaveshwara Nagar,+91 7760714154,"Casual Dining, Cafe",4.3 /5,"Pizza, Cafe, Italian","Pasta, Chocolate Pizza, Cheesecake, Tikka",Yes
Punjab Grill,Malleshwaram,+91 8022682400,Casual Dining,4.9 /5,"North Indian, Mughlai","Chicken Malai Tikka, Jalebi Rabri, Lunch Buffet, Paneer Tikka, Kulfi, Jumbo Prawns, Murgh Malai",Yes
Stories,Rajajinagar,080 49652455,"Casual Dining, Bar",4.6 /5,"Continental, North Indian, Chinese","Butter Chicken, Mocktails, Pizza, Virgin Mojito, Nachos, Cocktails, Egg Chilli",Yes
Coastal Spice,Rajajinagar,080 49652651,Casual Dining,3.7 /5,"Seafood, North Indian, Chinese, Continental, Mangalorean",Sea Food,Yes
The Green Path - Forgotten Food,Malleshwaram,080 49653006,Casual Dining,4.3 /5,"North Indian, South Indian","Lunch Buffet, Millet Pizza, Salads, Beetroot Payasam, Banana Pudding, Thali, Tikki",Yes
Onesta,Basaveshwara Nagar,+91 7760714154,"Casual Dining, Cafe",4.3 /5,"Pizza, Cafe, Italian","Pasta, Chocolate Pizza, Cheesecake, Tikka",Yes
Jetlag,Rajajinagar,080 49652456,"Bar, Casual Dining",4.3 /5,"Finger Food, Continental, North Indian, Italian, Japanese","Cocktails, Pasta, Pizza, Vegetable Biryani, Nachos, Chicken Achari Tikka, Mocktails",Yes
Stories,Rajajinagar,080 49652455,"Casual Dining, Bar",4.6 /5,"Continental, North Indian, Chinese","Butter Chicken, Mocktails, Pizza, Virgin Mojito, Nachos, Cocktails, Egg Chilli",Yes
Kava - Fairfield by Marriott,Rajajinagar,+91 8049470020,"Fine Dining, Bar",4.0 /5,"North Indian, South Indian, Continental","Pasta, Cocktails, Sunday Brunch, Orange Mousse, Salads, Chicken Dum Biryani, Kheer",Yes
Coastal Spice,Rajajinagar,080 49652651,Casual Dining,3.7 /5,"Seafood, North Indian, Chinese, Continental, Mangalorean",Sea Food,Yes
Onesta,Basaveshwara Nagar,+91 7760714154,"Casual Dining, Cafe",4.3 /5,"Pizza, Cafe, Italian","Pasta, Chocolate Pizza, Cheesecake, Tikka",Yes
Sloshed,Basaveshwara Nagar,080 45128738,"Pub, Casual Dining",3.9 /5,"Arabian, Chinese, Continental, North Indian, Finger Food","Beer, Pasta",Yes
High Ultra Lounge,Malleshwaram,080 49653120,"Lounge, Casual Dining",4.1 /5,"Japanese, Thai, Chinese, Korean","Cocktails, Salmon Sushi, Jumbo Prawns, Chocolate Cake, Mocktails, Pad Thai Noodle, Sushi Platter",Yes
Punjab Grill,Malleshwaram,+91 8022682400,Casual Dining,4.9 /5,"North Indian, Mughlai","Chicken Malai Tikka, Jalebi Rabri, Lunch Buffet, Paneer Tikka, Kulfi, Jumbo Prawns, Murgh Malai",Yes
Feast - Sheraton Grand Bangalore Hotel at Brigade...,Malleshwaram,080 49653030,Fine Dining,4.3 /5,"North Indian, Continental","Chocolate Cake, Sunday Brunch, Mutton Biryani, Pasta, Pizza, Croissants, Cocktails",Yes
