name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people
A2B - Adyar Ananda Bhavan,Yes,No,3.0 /5,50,18001036363,New BEL Road,Casual Dining,Pongal,"South Indian, North Indian, Chinese, Street Food, Fast Food",400
Stoned Monkey,Yes,No,4.0 /5,255,+91 9972710694,New BEL Road,Dessert Parlor,"Nachos, Chocolava, Sandwiches, Waffles, Brownie Shake, Garlic Bread, Chocolate Milkshake","Desserts, Ice Cream",500
Pizza Stop,Yes,No,3.1 /5,75,+91 9945186022,New BEL Road,Quick Bites,"Pizza, Masala Garlic Bread, Nachos","Pizza, Italian",600
Fish Corner,Yes,No,3.7 /5,118,+91 9845596171,Yeshwantpur,Quick Bites,"Chicken Sukha, Neer Dosa","North Indian, Chinese, Seafood",400
AQNI,Yes,No,3.6 /5,89,+91 8884447577,New BEL Road,Casual Dining,"Mutton Biryani, Shawarma, Roti","North Indian, Mughlai, Biryani, Rolls",650
McDonald's,Yes,No,3.9 /5,281,+91 8928304085,New BEL Road,Quick Bites,"Burgers, Coke Float, French Fries","Burger, Fast Food",500
Cafe Centralis,Yes,No,2.8 /5,114,080 41209266,New BEL Road,Cafe,"Pasta, Coffee, Pizza, Burgers, Momos, Latte, Americano",Cafe,600
Cafe Poetry,Yes,No,3.7 /5,55,+91 8867762452,New BEL Road,Cafe,"Pasta, Maggi, Ice-cream Shake, Burgers","Cafe, Beverages, Healthy Food",400
Ember The Calabash,Yes,No,4.1 /5,670,+91 8105930009,New BEL Road,Cafe,"Spicy Crispy Corn, Mocktails, Chicken Wings, Pasta, Virgin Mojito, Pizza, Blueberry Mojito","Cafe, Italian, Continental, Beverages",800
Cafe Mandala,Yes,No,3.9 /5,48,+91 9900093431,New BEL Road,Cafe,Decor,"Cafe, North Indian, Chinese, Fast Food",600
Cubbonpete Donne Biryani,Yes,No,3.9 /5,92,+91 9844109488,Sahakara Nagar,Quick Bites,"Chicken Kebab, Mutton Biryani","South Indian, Biryani",300
Shree Mahalakshmi Sweets,Yes,No,3.6 /5,34,+91 9108012096,Sahakara Nagar,Takeaway,"Samosa, Badam Milk","Mithai, Street Food",100
Snow Lion Tibet Kitchen,No,No,3.9 /5,263,+91 7829457644,New BEL Road,Quick Bites,"Momos, Thukpa, Noodles, Honey Chilli Potatoes, Clear Soup, Chicken Noodle, Crispy Noodle","Tibetan, Asian, Thai, Chinese, Momos",400
Kargeens,Yes,No,3.9 /5,365,080 41523055,New BEL Road,Cafe,"Chocolate Milkshake, Mocktails, Burgers, Nachos, Virgin Mojito, Fries, Pizza","Cafe, Italian, Pizza, Continental",900
Brahmins Food Corner,Yes,No,3.7 /5,95,+91 6362896418,Jalahalli,Quick Bites,Friendly Staff,"South Indian, North Indian, Chinese",400
Subway,No,No,3.7 /5,167,080 42050295,New BEL Road,Quick Bites,"Sandwich, Chicken Ham, Sandwiches, Chicken Tikka","Healthy Food, Sandwich, Salad",500
Prashant Naati Corner,No,No,4.0 /5,95,+91 9880893932,New BEL Road,Quick Bites,"Donne Biryani, Mutton Chops, Chicken Fry, Chicken Biryani","South Indian, Biryani",400
Absolute Waffles,Yes,No,3.9 /5,49,+91 9243494002,New BEL Road,Dessert Parlor,Waffles,"Desserts, Fast Food",200
Black Jack,No,No,3.7 /5,318,080 41129418,New BEL Road,Bar,"Beer, Cocktails, Masala Peanuts","North Indian, Chinese","1,400"
D'7 Feast Resto Cafe,No,No,4.1 /5,147,+91 9632265518,New BEL Road,Casual Dining,"Mocktails, Burgers, Fish, Butter Chicken Pizza, Peri Peri Chicken Wings, Pasta, Steak","Burger, Pizza, Continental",600
Biryani Treats,No,No,2.5 /5,105,+91 9880147147,New BEL Road,Delivery,"Chicken, Pot Biryani, Mutton Biryani",Biryani,650
Doner Bel,No,No,3.4 /5,64,+91 7619363641,New BEL Road,Quick Bites,"Burgers, Doner Kebabs, Lamb Doner, Hummus Pita, Momos, Rolls, Chicken Doner","Turkish, Chinese",400
Mayuri,No,No,2.5 /5,79,080 23416500,New BEL Road,Casual Dining,Biryani,"Andhra, North Indian, Chinese",700
Kadamba Gardenia,No,No,3.6 /5,74,+91 9920544440,Jalahalli,Casual Dining,"Set Dosa, Thali, Rava Masala Dosa","South Indian, Chinese, North Indian, Street Food",400
Kusum Rolls,Yes,No,3.6 /5,76,+91 7204749142,New BEL Road,Quick Bites,"Rolls, Paneer Roll, Chicken Egg Roll, Double Egg Roll",Street Food,300
BOX8- Desi Meals,Yes,No,4.4 /5,44,022 33552698,New BEL Road,"Takeaway, Delivery","Biryani, Chole, Paratha, Dal Makhani, Paneer Makhani, Butter Chicken","North Indian, Mughlai, Fast Food",500
Mojo Pizza - 2X Toppings,Yes,No,4.2 /5,50,022 33552698,New BEL Road,"Takeaway, Delivery","Pizza, Exotic Garlic Bread, Chocolava Cake, Wings, Spicy Paneer",Pizza,600
Corner House Ice Cream,No,No,4.5 /5,703,+91 9845196617,New BEL Road,Dessert Parlor,"Hot Chocolate Fudge, Caramello Pudding, Apple Pie, Brownie, Chocolate Mousse, Ice Cream Sundae, Apple Cake","Ice Cream, Desserts",400
Cream Stone,Yes,No,4.1 /5,250,+91 9945749418,New BEL Road,Dessert Parlor,"Chocolava, Nutella Brownie, Ferrero Rocher, Hot Chocolate Fudge","Desserts, Ice Cream, Beverages",500
Polar Bear,Yes,No,4.1 /5,322,080 49653553,New BEL Road,Dessert Parlor,"Sandwiches, Spinach Corn Sandwich, Tiramisu, Brownie, Burgers, Chocolava, Banana Split","Desserts, Ice Cream, Beverages, Sandwich",400
Messy Eats,No,No,3.9 /5,133,+91 8197455566,New BEL Road,"Bakery, Dessert Parlor","Waffles, Churros, Pancakes, Fries","Bakery, Desserts",500
Just Bake,Yes,No,2.6 /5,84,+91 8970010111,New BEL Road,"Bakery, Quick Bites",Chocolate Cake,Bakery,400
Keventers,Yes,No,3.9 /5,130,091 9446233155,New BEL Road,"Beverage Shop, Dessert Parlor","Thick Shakes, Chocolate Oreo, Chocolate Hazelnut, Kit Kat Shake","Desserts, Beverages, Ice Cream",400
Absolute Waffles,Yes,No,3.9 /5,49,+91 9243494002,New BEL Road,Dessert Parlor,Waffles,"Desserts, Fast Food",200
Stoned Monkey,Yes,No,4.0 /5,255,+91 9972710694,New BEL Road,Dessert Parlor,"Nachos, Chocolava, Sandwiches, Waffles, Brownie Shake, Garlic Bread, Chocolate Milkshake","Desserts, Ice Cream",500
Gilly's Restobar,No,Yes,4.5 /5,2732,080 45128631,New BEL Road,"Pub, Casual Dining","Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken","Continental, Finger Food, North Indian, Chinese","1,200"
Chapter One Bar | Maiin,No,Yes,4.2 /5,997,080 49652764,New BEL Road,"Bar, Casual Dining","Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken","Continental, Italian, North Indian","1,400"
Hammered,Yes,Yes,4.5 /5,2935,+91 9590210210,New BEL Road,"Pub, Cafe","Mocktails, Cocktails, Beer, Pasta, Tacos, Pizza, Chicken Tikka Masala","North Indian, Continental, Cafe","1,200"
Auntie Fung's,Yes,No,4.2 /5,578,+91 8049652828,New BEL Road,Casual Dining,"Khau Suey, Burmese Khao Suey, Hakka Noodles, Chicken Satay, Vietnamese Pho, Momos, Yaki Tori","Asian, Chinese",600
The Light House Restaurant,Yes,No,4.2 /5,53,+91 8043365409,New BEL Road,Casual Dining,"Neer Dosa, Biryani, Chinese Bhel, Dal Makhani, Fish","North Indian, Chinese, Seafood",500
Chin Lung Resto-Bar,No,No,4.0 /5,307,+91 8920719748,New BEL Road,"Casual Dining, Bar","Murgh Ghee Roast, Pasta, Buffalo Wings, Dragon Chicken, Pizza, Mocktails, Fish","North Indian, Chinese, Fast Food","1,000"
Kaifu,Yes,No,4.2 /5,420,+91 9474415265,New BEL Road,Casual Dining,"Momos, Dumplings, Prawn, Chicken Soup, Dragon Rolls, Kung Pao Chicken, Manchow Soup","Chinese, Asian",700
Snow Lion Tibet Kitchen,No,No,3.9 /5,263,+91 7829457644,New BEL Road,Quick Bites,"Momos, Thukpa, Noodles, Honey Chilli Potatoes, Clear Soup, Chicken Noodle, Crispy Noodle","Tibetan, Asian, Thai, Chinese, Momos",400
Burp,Yes,Yes,4.0 /5,608,080 49653219,New BEL Road,Cafe,"Burgers, Chicken Soup, Minestrone Soup, Pasta, Au Gratin, Veggie Pizza, Chicken Burger","Cafe, Mexican, Italian, Pizza",800
Cafe Mandala,Yes,No,3.9 /5,48,+91 9900093431,New BEL Road,Cafe,Decor,"Cafe, North Indian, Chinese, Fast Food",600
Prashant Naati Corner,No,No,4.0 /5,95,+91 9880893932,New BEL Road,Quick Bites,"Donne Biryani, Mutton Chops, Chicken Fry, Chicken Biryani","South Indian, Biryani",400
Mughlai Azam,Yes,Yes,4.0 /5,117,+91 7619328882,New BEL Road,Casual Dining,"Dal Makhani, Roti, Adrak Ke Panje, Mocktails, Paratha, Lal Maans, Paneer Malai Tikka","Mughlai, Biryani, North Indian","1,400"
Black Jack,No,No,3.7 /5,318,080 41129418,New BEL Road,Bar,"Beer, Cocktails, Masala Peanuts","North Indian, Chinese","1,400"
Prana,Yes,No,4.0 /5,239,+91 7022776607,New BEL Road,Cafe,"Coffee, Appam, Kadala Curry, Onion Pakoda, Paneer Roll, Sweet Pongal, Kokum Juice","Cafe, Healthy Food, South Indian",500
Kargeens,Yes,No,3.9 /5,365,080 41523055,New BEL Road,Cafe,"Chocolate Milkshake, Mocktails, Burgers, Nachos, Virgin Mojito, Fries, Pizza","Cafe, Italian, Pizza, Continental",900
Freskka,Yes,No,4.0 /5,702,080 41145508,New BEL Road,Casual Dining,"Momos, Salads, Lasagne, Risotto, Pesto Pasta, Pizza, Filter Coffee","Italian, American, Asian, Continental, Mexican, Momos",700
Ember The Calabash,Yes,No,4.1 /5,670,+91 8105930009,New BEL Road,Cafe,"Spicy Crispy Corn, Mocktails, Chicken Wings, Pasta, Virgin Mojito, Pizza, Blueberry Mojito","Cafe, Italian, Continental, Beverages",800
The Egg Factory,Yes,No,4.0 /5,380,080 43025886,New BEL Road,Casual Dining,"Healthy Breakfast, Rolls, Egg Chilli, Pesto Pasta, Egg Bhurji, Burgers, Omelette","Continental, American",750
Cafe Coffee Day,Yes,No,3.2 /5,58,+91 9071718671,New BEL Road,Cafe,"Brownie, Cappuccino, Burgers","Cafe, Fast Food",900
AQNI,Yes,No,3.6 /5,89,+91 8884447577,New BEL Road,Casual Dining,"Mutton Biryani, Shawarma, Roti","North Indian, Mughlai, Biryani, Rolls",650
Cafe Poetry,Yes,No,3.7 /5,55,+91 8867762452,New BEL Road,Cafe,"Pasta, Maggi, Ice-cream Shake, Burgers","Cafe, Beverages, Healthy Food",400
D'7 Feast Resto Cafe,No,No,4.1 /5,147,+91 9632265518,New BEL Road,Casual Dining,"Mocktails, Burgers, Fish, Butter Chicken Pizza, Peri Peri Chicken Wings, Pasta, Steak","Burger, Pizza, Continental",600
A2B - Adyar Ananda Bhavan,Yes,No,3.0 /5,50,18001036363,New BEL Road,Casual Dining,Pongal,"South Indian, North Indian, Chinese, Street Food, Fast Food",400
Cafe Centralis,Yes,No,2.8 /5,114,080 41209266,New BEL Road,Cafe,"Pasta, Coffee, Pizza, Burgers, Momos, Latte, Americano",Cafe,600
Mayuri,No,No,2.5 /5,79,080 23416500,New BEL Road,Casual Dining,Biryani,"Andhra, North Indian, Chinese",700
Delhi Mess,Yes,No,4.1 /5,500,+91 9845710492,New BEL Road,Quick Bites,"Aloo Paratha, Roti, Butter Chicken","North Indian, Chinese",300
Leon Grill,Yes,No,4.0 /5,336,+91 8123395623,New BEL Road,Quick Bites,"Burgers, Peri Peri Chicken, Salad, Nachos, Peri Peri Wings, Chicken Fries, Salads","Fast Food, Healthy Food",500
Polar Bear,Yes,No,4.1 /5,322,080 49653553,New BEL Road,Dessert Parlor,"Sandwiches, Spinach Corn Sandwich, Tiramisu, Brownie, Burgers, Chocolava, Banana Split","Desserts, Ice Cream, Beverages, Sandwich",400
Subway,No,No,3.7 /5,167,080 42050295,New BEL Road,Quick Bites,"Sandwich, Chicken Ham, Sandwiches, Chicken Tikka","Healthy Food, Sandwich, Salad",500
McDonald's,Yes,No,3.9 /5,281,+91 8928304085,New BEL Road,Quick Bites,"Burgers, Coke Float, French Fries","Burger, Fast Food",500
Roy Hotel & Restaurant,Yes,No,4.0 /5,124,+91 9164148086,New BEL Road,Quick Bites,"Mishti Doi, Doi Katla, Mutton Kosha, Fish Curry, Aloo Posto, Gulab Jamun","Bengali, North Indian",300
Eggstacy,Yes,No,4.0 /5,233,+91 9538457388,New BEL Road,Quick Bites,"Egg Manchurian, Paratha, Momos, Masala Chai, Raj Kachori, Rolls, Chaat","Fast Food, Continental, Chinese",500
Just Bake,Yes,No,2.6 /5,84,+91 8970010111,New BEL Road,"Bakery, Quick Bites",Chocolate Cake,Bakery,400
KFC,Yes,No,3.9 /5,581,080 33994444,New BEL Road,Quick Bites,"Burgers, Chicken Grill, Chicken Popcorn, Hot Wings","Burger, Fast Food",400
Mumbai Xpress,Yes,No,3.7 /5,418,080 41226029,New BEL Road,Quick Bites,"Pav Bhaji, Paratha, Pizza Sandwich, Burgers, Vada Pav, Chocolate Mousse, Sandwiches","Street Food, Fast Food",400
Pizza Stop,Yes,No,3.1 /5,75,+91 9945186022,New BEL Road,Quick Bites,"Pizza, Masala Garlic Bread, Nachos","Pizza, Italian",600
Chetty's Coffee,Yes,No,3.9 /5,267,+91 7022282228,New BEL Road,Quick Bites,"Filter Coffee, Vada, Chai, Caramel Coffee, Masala Dosa, Kesari Bath, Veg Dosa",South Indian,200
Doner Bel,No,No,3.4 /5,64,+91 7619363641,New BEL Road,Quick Bites,"Burgers, Doner Kebabs, Lamb Doner, Hummus Pita, Momos, Rolls, Chicken Doner","Turkish, Chinese",400
Totaram's Paranthas,Yes,No,3.5 /5,140,080 48663088,New BEL Road,Quick Bites,"Cheese Paratha, Lassi, Pizza, Paneer Parantha",North Indian,300
Fresh Veg,Yes,No,2.7 /5,94,+91 9980733433,New BEL Road,Quick Bites,"Chaat, Lassi, Tawa Pulav, Potato Twister, Dal Makhani, Chole Bhature, Rajma","Street Food, North Indian",300
Kadamba Gardenia,No,No,3.6 /5,74,+91 9920544440,Jalahalli,Casual Dining,"Set Dosa, Thali, Rava Masala Dosa","South Indian, Chinese, North Indian, Street Food",400
Chapter One Bar | Maiin,No,Yes,4.2 /5,997,080 49652764,New BEL Road,"Bar, Casual Dining","Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken","Continental, Italian, North Indian","1,400"
Gilly's Restobar,No,Yes,4.5 /5,2732,080 45128631,New BEL Road,"Pub, Casual Dining","Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken","Continental, Finger Food, North Indian, Chinese","1,200"
Hammered,Yes,Yes,4.5 /5,2935,+91 9590210210,New BEL Road,"Pub, Cafe","Mocktails, Cocktails, Beer, Pasta, Tacos, Pizza, Chicken Tikka Masala","North Indian, Continental, Cafe","1,200"
Black Jack,No,No,3.7 /5,318,080 41129418,New BEL Road,Bar,"Beer, Cocktails, Masala Peanuts","North Indian, Chinese","1,400"
Gilly's Restobar,No,Yes,4.5 /5,2732,080 45128631,New BEL Road,"Pub, Casual Dining","Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken","Continental, Finger Food, North Indian, Chinese","1,200"
Chapter One Bar | Maiin,No,Yes,4.2 /5,997,080 49652764,New BEL Road,"Bar, Casual Dining","Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken","Continental, Italian, North Indian","1,400"
Hammered,Yes,Yes,4.5 /5,2935,+91 9590210210,New BEL Road,"Pub, Cafe","Mocktails, Cocktails, Pasta, Beer, Tacos, Pizza, Chicken Guntur","North Indian, Continental, Cafe","1,200"
Chin Lung Resto-Bar,No,No,4.0 /5,307,+91 8920719748,New BEL Road,"Casual Dining, Bar","Murgh Ghee Roast, Pasta, Buffalo Wings, Dragon Chicken, Pizza, Mocktails, Fish","North Indian, Chinese, Fast Food","1,000"
Black Jack,No,No,3.7 /5,318,080 41129418,New BEL Road,Bar,"Beer, Cocktails, Masala Peanuts","North Indian, Chinese","1,400"
Big Pitcher,No,Yes,4.6 /5,9272,080 49652494,Old Airport Road,"Pub, Microbrewery","Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food","American, Continental, North Indian, Mediterranean","1,800"
Peacock,Yes,Yes,4.0 /5,861,080 49653000,Indiranagar,Casual Dining,"Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Vanilla Ice Cream, Mocktails","North Indian, BBQ, Mughlai","1,200"
Ministry of Food - Hilton Bangalore Embassy GolfLinks,No,Yes,4.2 /5,473,080 49653157,Domlur,Fine Dining,"Chicken Curry, Jalebi, Pasta, Breakfast Buffet, Paratha, Fish, Mutton Sukha","North Indian, Asian, South Indian, Italian, European","3,000"
Citrus - The Leela Palace,No,Yes,4.2 /5,597,080 25211234,Old Airport Road,Fine Dining,"Salad, Macaroon, Steak, Rasgulla, Pizza, Salads, Waffles","North Indian, Italian, Asian, Continental, Mediterranean","3,500"
Barbeque Nation,No,Yes,4.7 /5,7261,+91 8064806060,Indiranagar,Casual Dining,"Mutton Curry, Tender Coconut Payasam, Mutton Seekh Kebab, Kulfi, Kheer, Chicken Biryani, Brownie","North Indian, European, Mediterranean, BBQ, Kebab","1,600"
LOFT38,No,Yes,4.3 /5,3655,080 49337555,Indiranagar,"Lounge, Casual Dining","Cocktails, Mushroom Pizza, Pork Ribs, Mocktails, Nachos, Sea Food, Long Island Iced Tea","Italian, BBQ, Asian, Fast Food","1,900"
Urban Tamaasha,Yes,Yes,4.1 /5,880,080 49653528,Indiranagar,Casual Dining,"Virgin Mojito, Pasta Alfredo, Mocktails, Mutton Boti Kebab, Diwani Handi, Chelo Kebab, Dragon Rolls","North Indian, Chinese, Continental","1,200"
Empire Restaurant,Yes,No,4.1 /5,8286,080 40414141,Indiranagar,Casual Dining,"Dum Biryani, Fiery Chicken, Butter Chicken, Pepper Chicken, Paneer Tikka Masala, Chicken Grill, Chilli Chicken","North Indian, Mughlai, South Indian, Chinese",750
House Of Seitan,Yes,No,4.0 /5,38,080 71967537,Indiranagar,Cafe,"Burgers, Sandwich, Sandwiches, Salads","Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad",700
Cup Chronicles Cafe,Yes,Yes,3.9 /5,58,080 49652570,Indiranagar,Quick Bites,"Tea, Sandwiches","Continental, Desserts, Beverages",450
The Chocolate Heaven,Yes,No,3.8 /5,139,+91 9686977688,Old Airport Road,"Dessert Parlor, Cafe","Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle","Desserts, Cafe, Italian, Beverages",700
Lavonne,No,No,4.4 /5,1130,+91 9740954505,Indiranagar,"Cafe, Dessert Parlor","Coffee, Burgers, Croissants, Cheesecake, Pasta, Sandwich, Spaghetti","Cafe, Desserts",800
Lazy Suzy,Yes,Yes,4.3 /5,1258,080 49652565,Indiranagar,"Cafe, Bakery","Hot Chocolate, Pizza, Sandwiches, Pancakes, Mushroom Pasta, Pasta Salad, Sandwich","Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European","1,000"
Chai Days,Yes,No,4.5 /5,132,080 49652841,Indiranagar,Cafe,"Banana Cake, Ginger Tea, Samosa, Masala Chai, Saffron Chai, Banana Walnut, Ginger Chai","Cafe, Tea, Beverages, Fast Food",200
Waffle Magic,No,No,4.2 /5,592,080 45128813,Indiranagar,Cafe,"Sandwiches, Blueberry Waffles, Fruit Pancake, Blueberry Pancakes, Belgian Waffles, Chocolate Chip Waffle, Banana Caramel","Cafe, Desserts",700
Cafe Braqa,Yes,Yes,4.1 /5,147,+91 7204874361,Indiranagar,Cafe,"Ginger Tea, Cup Cake, Sandwich, Pasta, Pizza, Cappuccino, Cheese Sticks","Cafe, Italian, Continental, Beverages",700
Tata Cha,Yes,No,3.9 /5,681,18001208242,Indiranagar,Cafe,"Poha, Masala Tea, Hot Chocolate, Gulkand Chai, Dabeli, Iced Peach Tea, Bun Maskas","Cafe, Tea, North Indian",500
Grubhouse,Yes,No,4.1 /5,338,080 40999721,Indiranagar,"Casual Dining, Cafe","Burgers, Pasta, Caramel Custard, Carbonara, Crispy Corn, Mutton Curry, Lemonade","Cafe, Continental",800
Eddy's Cafe,Yes,No,4.1 /5,142,+91 6361292968,Indiranagar,Cafe,"Dark Chocolate Shake, Cappuccino, Pancakes, Hot Chocolate, Wedges, Waffles, Garlic Bread","Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts",750
J's Cafe,No,No,3.9 /5,155,+91 8904090009,Indiranagar,Cafe,"Coffee, Pizza, Pasta, Broccoli Soup, Tea, Hot Chocolate, Stuffed Mushroom","Cafe, Continental",700
Chai Cafe,No,No,3.9 /5,49,+91 9620644111,Indiranagar,Cafe,"Kadak Chai, Cutting Chai, Ginger Tea, Vada Pav, Samosa Bun",Cafe,200
Breadworks,Yes,No,2.9 /5,48,080 41464570,Indiranagar,"Bakery, Cafe","Sandwich, Coffee, Sandwiches, Brownie, Pizza","Bakery, Cafe",500
Cross Roads Cafe,No,No,3.0 /5,59,+91 9036547262,Indiranagar,Cafe,"Mojito, Fajitas","Cafe, Italian, Tex-Mex, Fast Food, Burger",500
BOX8- Desi Meals,Yes,No,4.3 /5,464,022 33552698,Old Airport Road,"Takeaway, Delivery","Sandwiches, Chocolava, Salads, Rajma, Halwa, Biryani, Chicken Curry","North Indian, Mughlai, Fast Food",500
Chai Days,Yes,No,4.5 /5,132,080 49652841,Indiranagar,Cafe,"Banana Cake, Ginger Tea, Samosa, Masala Chai, Saffron Chai, Banana Walnut, Ginger Chai","Cafe, Tea, Beverages, Fast Food",200
Shanmukha,Yes,No,3.8 /5,149,+91 8660936749,Old Airport Road,Casual Dining,"Fish, Chicken Curry, Paneer Biryani, Basmati Rice, Baby Corn Masala","Biryani, Andhra, North Indian, Chinese",800
DinePost9,Yes,No,3.8 /5,798,+91 9611311662,Marathahalli,Delivery,"Chicken Manchurian, Biryani, Chicken Butter Masala, Tandoori Chicken, Paneer Curry, Dal Fry, Gulab Jamun","North Indian, South Indian, Chinese, Continental",450
FreshMenu,Yes,No,3.8 /5,1093,080 49652957,East Bangalore,Delivery,"Salads, Burgers, Sandwiches, Pizza, Pasta, Fish, Salad","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450
Chandni Chowk 2 Bangalore,Yes,No,4.2 /5,252,080 43722489,Jeevan Bhima Nagar,Quick Bites,"Lassi, Soya Chaap, Tandoori Chaap, Malai Chaap, Biryani, Laccha Paratha, Gulab Jamun","North Indian, Rolls",400
XO Belgian Waffle,Yes,No,4.4 /5,95,+91 7019299769,Indiranagar,Dessert Parlor,"Chocolate Waffles, Hot Chocolate, Nutella Waffle, Vanilla Ice Cream, Thick Shakes, Kit Kat Shake, Banana Caramel","Desserts, Beverages",400
Dal Roti Sabji,Yes,No,4.1 /5,86,+91 9945531454,Indiranagar,Quick Bites,"Kadhai Paneer, Paratha",North Indian,150
Red Kitchen,Yes,No,3.4 /5,154,+91 7892154893,Jeevan Bhima Nagar,Quick Bites,"Biryani, Chicken Kebab","North Indian, South Indian, Chinese",200
Gurukrupa Paratha House,Yes,No,3.9 /5,644,080 71967783,Old Airport Road,Quick Bites,"Paratha, Tikka, Rajma, Sweet Lassi, Murgh Patiala, Paneer Lababdar, Dal Makhani","North Indian, Chinese",400
Donne Biriyani House,Yes,No,4.0 /5,494,+91 9739406501,Indiranagar,Quick Bites,"Pepper Chicken, Chicken Biryani, Mutton Biryani",Biryani,300
Empire Restaurant,Yes,No,4.1 /5,8286,080 40414141,Indiranagar,Casual Dining,"Dum Biryani, Fiery Chicken, Butter Chicken, Pepper Chicken, Paneer Tikka Masala, Chicken Grill, Chilli Chicken","North Indian, Mughlai, South Indian, Chinese",750
Sree Spicy Hub,Yes,No,3.9 /5,234,080 49652135,Jeevan Bhima Nagar,Casual Dining,"Chicken Biryani, Dum Biryani, Hyderabadi Style Biryani, Chicken Kebab","Andhra, Biryani, South Indian",600
Pathaan Sir,Yes,No,3.3 /5,55,080 41440844,Indiranagar,Quick Bites,Rolls,"Fast Food, Momos, Rolls",250
Zawaa Foods,Yes,No,3.4 /5,42,+91 7042297799,Old Airport Road,Quick Bites,"Biryani, Thali","Continental, South Indian, North Indian, Arabian",400
Bharpur Aahar,Yes,No,3.9 /5,419,+91 6360538469,Jeevan Bhima Nagar,Quick Bites,Biryani,"North Indian, Chinese",200
Kabab Souq,Yes,No,3.8 /5,315,+91 9008050021,Thippasandra,Quick Bites,"Chicken Grill, Shawarma, Naan","North Indian, Chinese, Arabian, BBQ, Middle Eastern",400
